,page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName
0,39,2023-06-07,2023-06-07,"ohhh! happy day #afterwork (jeden 1. Mittwoch im Monat, ab 18:30 Uhr)",https://www.eventbrite.de/e/ohhh-happy-day-afterwork-jeden-1-mittwoch-im-monat-ab-1830-uhr-tickets-168536720869,DE,Berlin,BE,Michaelkirchstraße 15,10179,52.51059,13.422,Michaelkirchstraße 15
1,39,2023-07-13,2023-07-13,Breathwork Circle by blankbreath in Berlin,https://www.eventbrite.de/e/breathwork-circle-by-blankbreath-in-berlin-tickets-620756137317,DE,Berlin,BE,Moosdorfstraße 7-9,12435,52.4880179,13.4604972,Urban Healing Unit Nest
2,39,2023-06-11,2023-06-11,Drawing in Neukölln,https://www.eventbrite.co.uk/e/drawing-in-neukolln-tickets-635770967077,DE,Berlin,Berlin,Karl-Marx-Straße 277,12057,52.464367,13.4439203,Officina Neukölln
3,39,2023-06-07,2023-06-07,Naked Dirty Minds English Comedy / Open Mic,https://www.eventbrite.de/e/naked-dirty-minds-english-comedy-open-mic-tickets-564978775727,DE,Berlin,BE,Donaustraße 112,12043,52.4831996,13.4341756,Valentin Stüberl
4,39,2023-06-07,2023-06-07,Germany@2:50 - ten minutes of daily mindfulness,https://www.eventbrite.com/e/germany250-ten-minutes-of-daily-mindfulness-tickets-476064671247,DE,Berlin,Cairo Governorate,Grolmanstraße 32/33,10623,52.5037612,13.3236565,Contemporary Fine Arts
5,39,2023-07-01,2023-07-02,Fat-Pride-Soli-Event,https://www.eventbrite.de/e/fat-pride-soli-event-tickets-612276815437,DE,Berlin,BE,Ystader Straße 10,10437,52.54913190000001,13.4042516,Haus der Sinne
6,39,2023-07-01,2023-07-01,"Spätwerk und Kleinod der Romantik, „Petite Messe solennelle“, von G.Rossini",https://www.eventbrite.com/e/spatwerk-und-kleinod-der-romantik-petite-messe-solennelle-von-grossini-tickets-606620677777,DE,Berlin,BE,Marheinekeplatz 1,10961,52.489381,13.3971536,Passionskirche
7,39,2023-06-23,2023-06-23,Data Science Graduation: Final Project Presentation,https://www.eventbrite.com/e/data-science-graduation-final-project-presentation-tickets-641373183457,DE,Berlin,BE,Ritterstraße 12-14,10969,52.5020693,13.4112796,Spiced Academy
8,39,2023-07-08,2023-07-09,Aftershow Party  Gesamtschule Paul Dessau 2023,https://www.eventbrite.de/e/aftershow-party-gesamtschule-paul-dessau-2023-tickets-639284285507,DE,Berlin,Berlin,Columbiadamm 13-21,10965,52.48464999999999,13.39221,Columbiahalle
9,39,2023-06-12,2023-06-12,Stars & Sternchen der Standup-Comedy-Szene ⭐ Live Comedy Show ⭐ Kreuzberg,https://www.eventbrite.de/e/stars-sternchen-der-standup-comedy-szene-live-comedy-show-kreuzberg-tickets-611094529187,DE,Berlin,BE,Wiener Straße 22,10999,52.4973019,13.4314465,Madonna Bar
10,39,2023-06-16,2023-06-16,Stars & Sternchen der Standup-Comedy-Szene ⭐Live Comedy Show ⭐Comedy Club,https://www.eventbrite.de/e/stars-sternchen-der-standup-comedy-szene-live-comedy-show-comedy-club-tickets-639188809937,DE,Berlin,BE,Grünberger Straße 84,10245,52.5109095,13.4613414,The Wall Comedy
