,page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName
0,10,2023-06-13,2023-06-14,INDUSTRY.forward SUMMIT 2023,https://www.eventbrite.de/e/industryforward-summit-2023-tickets-524652879887,DE,Berlin,,Spreespeicher: Stralauer Allee 2,10245,52.5018407,13.4489888,"Stadion an der Alten Försterei, 1. FC Union Berlin (13.06.) & Spreespeicher Berlin (14.06.)"
1,10,2023-06-06,2023-06-06,Tantra Yoga,https://www.eventbrite.de/e/tantra-yoga-tickets-507619472507,DE,Berlin,BE,Moosdorfstraße 7-9,12435,52.4880179,13.4604972,Urban Healing Unit
2,10,2023-06-29,2023-06-29,"Maria Stuart. Anatomie (eines Dramas), tschechisch-deutsche Koproduktion",https://www.eventbrite.com/e/maria-stuart-anatomie-eines-dramas-tschechisch-deutsche-koproduktion-tickets-630228880547,DE,Berlin,BE,Wilhelmstraße 44,10117,52.51149729999999,13.384266,Botschaft der Tschechischen Republik
3,10,2023-06-07,2023-06-07,Women in Sales Network - After Work Event - presented by HubSpot,https://www.eventbrite.com/e/women-in-sales-network-after-work-event-presented-by-hubspot-tickets-638070805957,DE,Berlin,BE,Am Postbahnhof 17,10243,52.5080101,13.4380307,HubSpot
4,10,2023-06-24,2023-06-24,More Town Soul - The Best of Motown and more,https://www.eventbrite.de/e/more-town-soul-the-best-of-motown-and-more-tickets-515963951067,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle
5,10,2023-06-16,2023-06-17,"Die offiziellen AStA FRESENIUS Hochschul Partys/ Fr, 16.6. + Sa, 24.6.",https://www.eventbrite.de/e/die-offiziellen-asta-fresenius-hochschul-partys-fr-166-sa-246-tickets-634064783837,DE,Berlin,Berlin,Revaler Straße 99,10245,52.507211,13.452692999999954,Haubentaucher
6,10,2023-06-17,2023-06-17,Open Campus Berlin,https://www.eventbrite.co.uk/e/open-campus-berlin-tickets-626088536667,DE,Berlin,BE,Cuvrystraße 4,10997,52.4999974,13.4459132,SAE Institute Berlin
7,10,2023-06-13,2023-06-13,Soundbath and Emotional Release,https://www.eventbrite.de/e/soundbath-and-emotional-release-tickets-639278728887,DE,Berlin,BE,Fichtestraße 25,10967,52.4898681,13.4136262,Fichtestraße 25
8,10,2023-07-02,2023-07-02,Berlins größtes Speed Dating Event,https://www.eventbrite.de/e/berlins-grotes-speed-dating-event-tickets-449406074667,DE,Berlin,BE,Berlin,10115,52.52000659999999,13.404954,Berlin
9,10,2023-06-19,2023-06-19,Arabic Short Movies night,https://www.eventbrite.com/e/arabic-short-movies-night-tickets-631728606267,DE,Berlin,BE,Müllerstraße 74,13349,52.55844500000001,13.3391733,City-Kino Wedding
10,10,2023-06-10,2023-06-10,Ecstatic Dance + Meditation,https://www.eventbrite.de/e/ecstatic-dance-meditation-tickets-632071070587,DE,Berlin,BE,56 Dietzgenstraße,13156,52.5858719,13.4028493,Green Yoga Pankow
11,10,2023-06-10,2023-06-11,SATURDAY NIGHT LIVE LATE SHOW: Comedy & Party & BS,https://www.eventbrite.com/e/saturday-night-live-late-show-comedy-party-bs-tickets-632714856167,DE,Berlin,Berlin,Stargarder Straße 33,10437,52.5436533,13.4244142,La Minga
12,10,2023-07-16,2023-07-16,Gracie Academy Berlin: Open Mat,https://www.eventbrite.de/e/gracie-academy-berlin-open-mat-tickets-589123092027,DE,Berlin,Berlin,Lobeckstraße 36,10969,52.5037617,13.4077196,Fenriz Gym
13,10,2023-06-08,2023-06-08,AfricArena Berlin Summit 2023,https://www.eventbrite.com/e/africarena-berlin-summit-2023-tickets-632701044857,DE,Berlin,NY,Lohmühlenstraße 65,12435,52.4940361,13.4462696,Code Venue
14,10,2023-06-27,2023-06-27,Singularity Salon - Transhumanism,https://www.eventbrite.de/e/singularity-salon-transhumanism-tickets-640449139617,DE,Berlin,BE,Friedrichstraße 181,10117,52.5125702,13.3892893,Q Club
15,10,2023-06-06,2023-06-06,"Bier, Kaltgetränke & Pretzl",https://www.eventbrite.com/e/bier-kaltgetranke-pretzl-tickets-633982477657,DE,Berlin,BE,Ebertstraße 24,10117,52.5172377,13.3775499,Hopfingerbräu am Brandenburger Tor
16,10,2023-06-10,2023-06-10,Euphoria Ecstatic Dance | The Heart of June,https://www.eventbrite.co.uk/e/euphoria-ecstatic-dance-the-heart-of-june-tickets-641160216467,DE,Berlin,Berlin,Danziger Allee,10407,52.5361977,13.4325784,Green Yoga -SEZ
17,10,2023-06-10,2023-06-10,silent.move walk'n'dance Disco Tour // Nur die besten 80er Hits,https://www.eventbrite.de/e/silentmove-walkndance-disco-tour-nur-die-besten-80er-hits-tickets-530924317927,DE,Berlin,,Dorothea-Schlegel-Platz,10117,52.5202894,13.3869776,Berlin City Center
18,10,2023-06-24,2023-06-24,Circul’art Fair & EcoMarket with Faircado @ betahaus,https://www.eventbrite.com/e/circulart-fair-ecomarket-with-faircado-betahaus-tickets-646971939487,DE,Berlin,BE,Rudi-Dutschke-Straße 23,10969,52.50659969999999,13.3915696,betahaus | Kreuzberg
19,10,2023-06-27,2023-06-27,#IamRemarkable,https://www.eventbrite.com/e/iamremarkable-tickets-641202874057,DE,Berlin,Berlin,Storkower Straße 132,10407,52.5329612,13.4532178,Ironhack Berlin
