,page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName
0,12,2023-06-17,2023-06-17,Lord Zeppelin - Led Zeppelin Tribute Band,https://www.eventbrite.de/e/lord-zeppelin-led-zeppelin-tribute-band-tickets-626814859117,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle
1,12,2023-06-22,2023-06-22,Charming Boys & Toys LIVE,https://www.eventbrite.com/e/charming-boys-toys-live-tickets-647003002397,DE,Berlin,BE,Revaler Straße 99,10245,52.507921,13.453509,Bar Zum schmutzigen Hobby
2,12,2023-07-01,2023-07-01,La Bomba de Tiempo live in Berlin,https://www.eventbrite.de/e/la-bomba-de-tiempo-live-in-berlin-tickets-592499460837,DE,Berlin,BE,Am Flutgraben 2,12435,52.4966371,13.4518179,Festsaal Kreuzberg
3,12,2023-06-24,2023-06-24,Open House | Berlin School of Technology (SRH Berlin),https://www.eventbrite.de/e/open-house-berlin-school-of-technology-srh-berlin-tickets-609352759507,DE,Berlin,BE,Ernst-Reuter-Platz 10,10587,52.51364269999999,13.3220059,SRH Hochschule Berlin
4,12,2023-06-22,2023-06-22,"Bildung & Antirassismus | ""Was hält unsere Gesellschaft zusammen?""",https://www.eventbrite.de/e/bildung-antirassismus-was-halt-unsere-gesellschaft-zusammen-tickets-634626483897,DE,Berlin,BE,Paul-Lincke-Ufer 21,10999,52.4937094,13.4296375,bUm - Raum für die engagierte Zivilgesellschaft (betterplace Umspannwerk GmbH)
5,12,2023-06-21,2023-06-21,A Midsummer Night’s Dream - Preview,https://www.eventbrite.de/e/a-midsummer-nights-dream-preview-tickets-638033113217,DE,Berlin,BE,Sömmeringstraße 15,10589,52.5221036,13.3052742,GLOBE BERLIN
6,12,2023-06-12,2023-06-12,Italiae.,https://www.eventbrite.it/e/italiae-tickets-580438425957,DE,Berlin,Berlin,Hildebrandstraße 2,10785,52.50911579999999,13.359668000000056,Istituto Italiano di Cultura/ Italienisches Kulturinstitut
7,12,2023-06-15,2023-06-15,B2B Sales Roundtable: Unlocking the Power of AI,https://www.eventbrite.de/e/b2b-sales-roundtable-unlocking-the-power-of-ai-tickets-636546917967,DE,Berlin,BE,Rosenthaler Straße 36,10178,52.52492059999999,13.4017952,"Workshop, Project & Meeting Space - Rosebud"
8,12,2023-06-16,2023-06-16,Mittelstand-Digital Zentrum Berlin - Showroom,https://www.eventbrite.de/e/mittelstand-digital-zentrum-berlin-showroom-registrierung-608271395117,DE,Berlin,Berlin,Max-Urich-Straße 3,13355,52.5393336,13.3839333,AI Campus Berlin
9,12,2023-06-24,2023-06-24,Open House | Berlin School of Management (SRH Berlin),https://www.eventbrite.de/e/open-house-berlin-school-of-management-srh-berlin-tickets-610986686627,DE,Berlin,BE,Ernst-Reuter-Platz 10,10587,52.51364269999999,13.3220059,SRH Hochschule Berlin
10,12,2023-06-09,2023-06-09,ORGANISMO Summeredition,https://www.eventbrite.de/e/organismo-summeredition-tickets-637978600167,DE,Berlin,Berlin,Provinzstraße 40-44,13409,52.5680103,13.379225,Monopol
11,12,2023-06-15,2023-06-15,Duct Tape Vol. 7,https://www.eventbrite.com/e/duct-tape-vol-7-tickets-647985541197,DE,Berlin,BE,Holzmarktstraße 25,10243,52.5116206,13.4266777,Holzmarkt 25
12,12,2023-06-10,2023-06-10,Probetraining Selbstverteidigung - Kampfkunst  - Kampfsport,https://www.eventbrite.de/e/probetraining-selbstverteidigung-kampfkunst-kampfsport-tickets-215198463397,DE,Berlin,BE,Paulstraße 28,10557,52.52197220000001,13.3565714,Paulstraße 28
13,12,2023-06-10,2023-06-10,Conquering the Job Market Hussle in Germany,https://www.eventbrite.com/e/conquering-the-job-market-hussle-in-germany-tickets-642479111317,DE,Berlin,BE,Straße am Schoelerpark 37,10715,52.4839807,13.3241435,Haus der Nachbarschafft
14,12,2023-06-13,2023-06-13,Early Late Night,https://www.eventbrite.de/e/early-late-night-tickets-632888294927,DE,Berlin,BE,Frankfurter Allee 91,10247,52.5141888,13.4721349,Theater Verlängertes Wohnzimmer
15,12,2023-07-14,2023-07-14,Ulli & Die grauen Zellen,https://www.eventbrite.de/e/ulli-die-grauen-zellen-tickets-555071282147,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle
16,12,2023-06-16,2023-06-16,ATEMMAGIE – Breathwork,https://www.eventbrite.de/e/atemmagie-breathwork-tickets-649704803557,DE,Berlin,BE,Schulzestraße 21,13187,52.5674597,13.3909647,Raum für KörperBewußtsein
17,12,2023-06-09,2023-06-10,Friday Socials,https://www.eventbrite.de/e/friday-socials-tickets-620016535147,DE,Berlin,BE,Invalidenstraße 129,10115,52.53149999999999,13.3885,The Castle Berlin Mitte
18,12,2023-07-07,2023-07-09,Spiritual Awakening Course with Punnu Wasu,https://www.eventbrite.de/e/spiritual-awakening-course-with-punnu-wasu-tickets-615602392327,DE,Berlin,BE,Milastraße 4,10437,52.54552169999999,13.4108101,Life Artists Creators Hub
19,12,2023-06-06,2023-06-06,MONSTER MAINSHOW! Stand up Comedy im Mad Monkey Room (20 Uhr),https://www.eventbrite.de/e/monster-mainshow-stand-up-comedy-im-mad-monkey-room-20-uhr-tickets-490950314607,DE,Berlin,Berlin,Danziger Str. 1,10435,52.54172089999999,13.4121977,Mad Monkey Room
