,page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName
0,27,2023-06-27,2023-06-27,How to DJ: Auflegen lernen - TINCON Academy,https://www.eventbrite.de/e/how-to-dj-auflegen-lernen-tincon-academy-registrierung-568029440347,DE,Berlin,BE,Kreuzbergstr. 28,10965,52.4897411,13.3780861,TINCON Studios
1,27,2023-08-28,2023-08-28,Sascha Grammel - Lachen tut Gut(es)!,https://www.eventbrite.de/e/sascha-grammel-lachen-tut-gutes-tickets-461641160137,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle
2,27,2023-06-15,2023-06-16,Aurora vol. II. Anti–hot desk with Ju Bavyka,https://www.eventbrite.co.uk/e/aurora-vol-ii-antihot-desk-with-ju-bavyka-tickets-628631512777,DE,Berlin,BE,Donaustraße 84,12043,52.4790678,13.44168,TIER - The Institute for Endotic Research
3,27,2023-06-17,2023-06-17,Men's Stoic Circle (June),https://www.eventbrite.com/e/mens-stoic-circle-june-tickets-643639140997,DE,Berlin,BE,Weinbergsweg 24,10119,52.53074110000001,13.401757,Weinbergsweg 24
4,27,2023-07-02,2023-07-03,Aftershow Party Vicco von Bülow Gymnasium 2023,https://www.eventbrite.de/e/aftershow-party-vicco-von-bulow-gymnasium-2023-tickets-639374023917,DE,Berlin,Berlin,Wiebestr. 42,10553,52.52798,13.31894,Loewe Saal
5,27,2023-06-22,2023-06-22,SAP Business One Stammtisch Berlin/Brandenburg,https://www.eventbrite.de/e/sap-business-one-stammtisch-berlinbrandenburg-tickets-641405901317,DE,Berlin,BE,Königin-Luise-Straße 40 - 42,14195,52.457857,13.29124,Luise Dahlem
6,27,2023-06-08,2023-06-08,DISHES Depression & Intersectionality,https://www.eventbrite.com/e/dishes-depression-intersectionality-tickets-635389766897,DE,Berlin,BE,Bismarckstraße 101,10625,52.51173739999999,13.3128909,SEKIS
7,27,2023-06-17,2023-06-17,Open Mic,https://www.eventbrite.de/e/open-mic-tickets-642887542947,DE,Berlin,BE,Breite Straße 49,13187,52.5717201,13.4146661,Cafe Impuls
8,27,2023-06-06,2023-06-08,Investor Readiness Summit at MotionLab.Berlin,https://www.eventbrite.de/e/investor-readiness-summit-at-motionlabberlin-tickets-637956684617,DE,Berlin,Berlin,Bouchéstraße 12,12435,52.4936476,13.448235,MotionLab.Berlin
9,27,2023-06-28,2023-06-28,"How to Graffiti: Zeichnen, Sprühen, Tags  - TINCON Academy",https://www.eventbrite.de/e/how-to-graffiti-zeichnen-spruhen-tags-tincon-academy-registrierung-568043933697,DE,Berlin,BE,Kreuzbergstr. 28,10965,52.4897411,13.3780861,TINCON Studios
10,27,2023-06-16,2023-06-16,Cabaret Elysion- The Sensual Dream,https://www.eventbrite.com/e/cabaret-elysion-the-sensual-dream-tickets-637615624497,DE,Berlin,BE,Stettiner Straße 19,13357,52.5538318,13.3874347,800A Bar & Cabaret
11,27,2023-06-11,2023-06-11,Capturing the Unpredictable: Photography Workshop,https://www.eventbrite.de/e/capturing-the-unpredictable-photography-workshop-tickets-522374124067,DE,Berlin,BE,Hilda-Geiringer-Weg 8,10557,52.52677139999999,13.3718355,Coffee Fellows
12,27,2023-06-07,2023-06-07,Single Vs. Married: An English Standup Comedy Battle About Love,https://www.eventbrite.com/e/single-vs-married-an-english-standup-comedy-battle-about-love-tickets-637234023117,DE,Berlin,BE,Bergstraße 2,10115,52.5294848,13.3956931,Z-Bar
13,27,2023-06-10,2023-06-10,Dekoloniale Führung durch das Afrikanische Viertel,https://www.eventbrite.de/e/dekoloniale-fuhrung-durch-das-afrikanische-viertel-tickets-594102254837,DE,Berlin,BE,Müllerstrasse 90,13349,52.56057509999999,13.3336495,Afrikanisches Viertel
14,27,2023-06-06,2023-06-06,Slingshot! Stand Up Comedy at Two Fellas Brewery,https://www.eventbrite.co.uk/e/slingshot-stand-up-comedy-at-two-fellas-brewery-tickets-529121585907,DE,Berlin,BE,Mühlenstraße 30,13187,52.5628254,13.4093038,Two Fellas Brewery
15,27,2023-06-08,2023-06-08,Павел Фахртдинов / День рождения в Берлине,https://www.eventbrite.de/e/641133065257,DE,Berlin,,"Oranienburger str. 32, Heckmann-Hofe",10117,52.5253631,13.393903799999975,Art.City.People.: Creative Space
16,27,2023-06-11,2023-06-11,ICF Berlin Kids am 11.06.2023 (10 Uhr & 12 Uhr),https://www.eventbrite.de/e/icf-berlin-kids-am-11062023-10-uhr-12-uhr-tickets-645015317177,DE,Berlin,Berlin,Ringbahnstraße 32-34,12099,52.46817850000001,13.3912032,ICF Berlin
17,27,2023-07-09,2023-07-09,LIUN + THE SCIENCE FICTION 10,https://www.eventbrite.de/e/liun-the-science-fiction-10-tickets-614975266577,DE,Berlin,BE,Revaler Straße 99,10245,52.50670330000001,13.4535486,House of Music
18,27,2023-06-14,2023-06-14,Go West Comedy Showcase and Lip Sync Battle with Headliner Josie Parkinson,https://www.eventbrite.de/e/go-west-comedy-showcase-and-lip-sync-battle-with-headliner-josie-parkinson-tickets-634542512737,DE,Berlin,Berlin,Monumentenstraße 13,10829,52.488132,13.367781100000002,Aha-Berlin e.V.
19,27,2023-07-12,2023-07-12,Mad Monkey - Das Open Mic,https://www.eventbrite.de/e/mad-monkey-das-open-mic-tickets-626621129667,DE,Berlin,Berlin,Danziger Str. 1,10435,52.54172089999999,13.4121977,Mad Monkey Room
