page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName,id
11,2023-06-09,2023-06-09,Invasión Latina | Berlín #5 - Comedia stand-up en Español,https://www.eventbrite.de/e/invasion-latina-berlin-5-comedia-stand-up-en-espanol-tickets-640719277607,DE,Berlin,BE,Bergstraße 2,10115,52.5294848,13.3956931,Z-Bar,640719277607
11,2023-06-16,2023-06-16,Die Improvisionäre spielen... was ihr wollt!,https://www.eventbrite.de/e/die-improvisionare-spielen-was-ihr-wollt-tickets-607009300157,DE,Berlin,Berlin,Caligariplatz 1,13086,52.5526134,13.430481800000052,Brotfabrik,607009300157
11,2023-06-18,2023-06-18,MAKE POETRY SEXY AGAIN,https://www.eventbrite.de/e/make-poetry-sexy-again-tickets-613390476427,DE,Berlin,BE,Frankfurter Allee 91,10247,52.5141888,13.4721349,Theater Verlängertes Wohnzimmer,613390476427
11,2023-06-12,2023-06-12,Weekly Mindfulness Yoga,https://www.eventbrite.com.ar/e/weekly-mindfulness-yoga-tickets-632650674197,DE,Berlin,BE,Alexanderstraße 40,10179,52.5168238,13.4178768,The Social Hub Berlin,632650674197
11,2023-06-26,2023-06-27,ICBC Global Investment Forum - Berlin 2023,https://www.eventbrite.com/e/icbc-global-investment-forum-berlin-2023-tickets-484047447947,DE,Berlin,Berlin,Unter den Linden 77,10117,52.5160431,13.3799442,Hotel Adlon Kempinski Berlin,484047447947
11,2023-06-07,2023-06-07,Brave Spaces 2.0 Launch Party,https://www.eventbrite.de/e/brave-spaces-20-launch-party-tickets-636471281737,DE,Berlin,BE,Lucy-Lameck-Straße 32,12049,52.48389840000001,13.4228561,Oyoun,636471281737
11,2023-07-01,2023-07-02,GRAND SPLASH im Heimathafen Neukölln,https://www.eventbrite.de/e/grand-splash-im-heimathafen-neukolln-tickets-590408827697,DE,Berlin,BE,Karl-Marx-Straße 141,12043,52.4769744,13.4397592,Heimathafen Neukölln,590408827697
11,2023-06-09,2023-06-09,silent.move walk'n'dance Disco Tour // Best of the 80s & 90s!,https://www.eventbrite.de/e/silentmove-walkndance-disco-tour-best-of-the-80s-90s-tickets-530837728937,DE,Berlin,Berlin,Unter den Linden 3,10117,52.5172698,13.3967482,Museumsinsel,530837728937
11,2023-06-12,2023-06-12,Open Mic Night at Ratzeputz!,https://www.eventbrite.de/e/open-mic-night-at-ratzeputz-tickets-387387685997,DE,Berlin,BE,Weserstr. 182,12045,52.4853693,13.4371082,Ratzeputz,387387685997
11,2023-06-15,2023-06-15,Kimchi Workshop - vegan,https://www.eventbrite.de/e/kimchi-workshop-vegan-tickets-621600051487,DE,Berlin,Berlin,Prenzlauer Allee 208,10405,52.53684870000001,13.422434500000008,Plant Base,621600051487
11,2023-06-10,2023-06-10,"""Evening Retreat"": Mudras, Vipassana, Gehmeditation und Yoga Nidra",https://www.eventbrite.de/e/evening-retreat-mudras-vipassana-gehmeditation-und-yoga-nidra-tickets-607652624357,DE,Berlin,Berlin,Akazienstraße 27,10823,52.4867804,13.3546516,"Yogastudio ""yoga on the move""",607652624357
11,2023-06-12,2023-06-12,MAD MONDAY MAINSHOW - Stand up Comedy im Mad Monkey Room (20 Uhr),https://www.eventbrite.de/e/mad-monday-mainshow-stand-up-comedy-im-mad-monkey-room-20-uhr-tickets-490948850227,DE,Berlin,Berlin,Danziger Str. 1,10435,52.54172089999999,13.4121977,Mad Monkey Room,490948850227
11,2023-06-20,2023-06-20,Beyond Books: KI-Kompetenz für die Welt von morgen,https://www.eventbrite.com/e/beyond-books-ki-kompetenz-fur-die-welt-von-morgen-tickets-641320576107,DE,Berlin,Berlin,Unter den Linden 6,10117,52.5186289,13.3935634,Hauptgebäude der Humboldt-Universität zu Berlin,641320576107
11,2023-06-26,2023-06-26,Gründerinnen Meetup Berlin,https://www.eventbrite.de/e/grunderinnen-meetup-berlin-tickets-580129331447,DE,Berlin,,Hardenbergstraße 10,10623,52.5094141,13.3247912,Cafe Hardenberg,580129331447
11,2023-07-06,2023-07-06,Active Consciousness Meditation & Satsang with Punnu Wasu,https://www.eventbrite.de/e/active-consciousness-meditation-satsang-with-punnu-wasu-tickets-615543766977,DE,Berlin,BE,Milastraße 4,10437,52.54552169999999,13.4108101,Life Artists Creators Hub,615543766977
11,2023-06-17,2023-06-17,Der Troubadour,https://www.eventbrite.de/e/der-troubadour-tickets-616910514957,DE,Berlin,Berlin,Soehtstr. 7,12203,52.43752,13.308379899999975,Ehemaliges Frauengefängnis Lichterfelde,616910514957
11,2023-06-07,2023-06-07,Calling all Tech Enthusiasts: Join ReDI-School's Volunteer Info Session,https://www.eventbrite.de/e/calling-all-tech-enthusiasts-join-redi-schools-volunteer-info-session-tickets-643598108267,DE,Berlin,BE,Urbanstraße 71,10967,52.4883658,13.4231622,charly workspace,643598108267
11,2023-06-14,2023-06-14,"""УЕЗЖАЕТЕ? УЕЗЖАЙТЕ!""",https://www.eventbrite.de/e/624346155157,DE,Berlin,BE,Kaiserin-Augusta-Allee 101,10553,52.5254218,13.3201507,PAS Berlin,624346155157
11,2023-06-16,2023-06-16,Berlin Beat Club,https://www.eventbrite.de/e/berlin-beat-club-tickets-555117721047,DE,Berlin,BE,Chausseestraße 102,10115,52.5322213,13.3804414,Ballhaus Berlin GmbH,555117721047
39,2023-06-07,2023-06-07,"ohhh! happy day #afterwork (jeden 1. Mittwoch im Monat, ab 18:30 Uhr)",https://www.eventbrite.de/e/ohhh-happy-day-afterwork-jeden-1-mittwoch-im-monat-ab-1830-uhr-tickets-168536720869,DE,Berlin,BE,Michaelkirchstraße 15,10179,52.51059,13.422,Michaelkirchstraße 15,168536720869
39,2023-07-13,2023-07-13,Breathwork Circle by blankbreath in Berlin,https://www.eventbrite.de/e/breathwork-circle-by-blankbreath-in-berlin-tickets-620756137317,DE,Berlin,BE,Moosdorfstraße 7-9,12435,52.4880179,13.4604972,Urban Healing Unit Nest,620756137317
39,2023-06-11,2023-06-11,Drawing in Neukölln,https://www.eventbrite.co.uk/e/drawing-in-neukolln-tickets-635770967077,DE,Berlin,Berlin,Karl-Marx-Straße 277,12057,52.464367,13.4439203,Officina Neukölln,635770967077
39,2023-06-07,2023-06-07,Naked Dirty Minds English Comedy / Open Mic,https://www.eventbrite.de/e/naked-dirty-minds-english-comedy-open-mic-tickets-564978775727,DE,Berlin,BE,Donaustraße 112,12043,52.4831996,13.4341756,Valentin Stüberl,564978775727
39,2023-06-07,2023-06-07,Germany@2:50 - ten minutes of daily mindfulness,https://www.eventbrite.com/e/germany250-ten-minutes-of-daily-mindfulness-tickets-476064671247,DE,Berlin,Cairo Governorate,Grolmanstraße 32/33,10623,52.5037612,13.3236565,Contemporary Fine Arts,476064671247
39,2023-07-01,2023-07-02,Fat-Pride-Soli-Event,https://www.eventbrite.de/e/fat-pride-soli-event-tickets-612276815437,DE,Berlin,BE,Ystader Straße 10,10437,52.54913190000001,13.4042516,Haus der Sinne,612276815437
39,2023-07-01,2023-07-01,"Spätwerk und Kleinod der Romantik, „Petite Messe solennelle“, von G.Rossini",https://www.eventbrite.com/e/spatwerk-und-kleinod-der-romantik-petite-messe-solennelle-von-grossini-tickets-606620677777,DE,Berlin,BE,Marheinekeplatz 1,10961,52.489381,13.3971536,Passionskirche,606620677777
39,2023-06-23,2023-06-23,Data Science Graduation: Final Project Presentation,https://www.eventbrite.com/e/data-science-graduation-final-project-presentation-tickets-641373183457,DE,Berlin,BE,Ritterstraße 12-14,10969,52.5020693,13.4112796,Spiced Academy,641373183457
39,2023-07-08,2023-07-09,Aftershow Party  Gesamtschule Paul Dessau 2023,https://www.eventbrite.de/e/aftershow-party-gesamtschule-paul-dessau-2023-tickets-639284285507,DE,Berlin,Berlin,Columbiadamm 13-21,10965,52.48464999999999,13.39221,Columbiahalle,639284285507
39,2023-06-12,2023-06-12,Stars & Sternchen der Standup-Comedy-Szene ⭐ Live Comedy Show ⭐ Kreuzberg,https://www.eventbrite.de/e/stars-sternchen-der-standup-comedy-szene-live-comedy-show-kreuzberg-tickets-611094529187,DE,Berlin,BE,Wiener Straße 22,10999,52.4973019,13.4314465,Madonna Bar,611094529187
39,2023-06-16,2023-06-16,Stars & Sternchen der Standup-Comedy-Szene ⭐Live Comedy Show ⭐Comedy Club,https://www.eventbrite.de/e/stars-sternchen-der-standup-comedy-szene-live-comedy-show-comedy-club-tickets-639188809937,DE,Berlin,BE,Grünberger Straße 84,10245,52.5109095,13.4613414,The Wall Comedy,639188809937
39,2023-06-14,2023-06-14,Comedy & Party Night ⭐Profi-Comedians & Newcomer ⭐Standup & Live-DJ ⭐Berlin,https://www.eventbrite.de/e/comedy-party-night-profi-comedians-newcomer-standup-live-dj-berlin-tickets-644063911497,DE,Berlin,Germany,Wühlischstraße 43,10245,52.5086018,13.4609989,Süss. War gestern,644063911497
39,2023-06-08,2023-06-08,From start to finish: Process of raising BA money,https://www.eventbrite.de/e/from-start-to-finish-process-of-raising-ba-money-tickets-637942171207,DE,Berlin,Berlin,Bouchéstraße 12,12435,52.4936476,13.448235,MotionLab.Berlin,637942171207
39,2023-06-27,2023-06-27,Ba-Gay-tte Comedy Club #MARDI,https://www.eventbrite.de/e/billets-ba-gay-tte-comedy-club-mardi-647167975837,DE,Berlin,Berlin,Mainzer Straße 23,12053,52.4807266,13.427628000000029,Deriva,647167975837
39,2023-06-21,2023-06-21,Living and working across cultures: challenges and opportunities,https://www.eventbrite.de/e/living-and-working-across-cultures-challenges-and-opportunities-tickets-648106643417,DE,Berlin,,Friedrichstrasse 76-78,10117,52.51442309999999,13.3897796,ICN Berlin,648106643417
39,2023-06-24,2023-06-24,"Cacao, Ecstatic Dance, Sound Healing Ceremony & Mantra Concert Berlin",https://www.eventbrite.es/e/cacao-ecstatic-dance-sound-healing-ceremony-mantra-concert-berlin-tickets-650040337147,DE,Berlin,BE,Danziger Str.,10407,52.534248,13.4374148,Green Yoga Danziger Str.,650040337147
39,2023-06-10,2023-06-10,Kajak Route Spreewald,https://www.eventbrite.de/e/entradas-kajak-route-spreewald-640479520487,DE,Berlín,BE,Sonntagsstrasse 37,10245,52.5039706,13.4681656,Berlin Ostkreuz,640479520487
39,2023-06-13,2023-06-13,Pregnancy Yoga // Schwangerschaftsyoga  TUE 1100 to 1200  (hybrid),https://www.eventbrite.ca/e/pregnancy-yoga-schwangerschaftsyoga-tue-1100-to-1200-hybrid-tickets-148691445115,DE,Berlin,Berlin,Solmsstraße 12,10961,52.49281000000001,13.39269999999999,Hebammen Praxis Vivre,148691445115
39,2023-06-09,2023-06-09,Quiz Night Show #420 // Quiz im Juni (Allgemeinwissen),https://www.eventbrite.de/e/quiz-night-show-420-quiz-im-juni-allgemeinwissen-tickets-643682540807,DE,Berlin,BE,Knaackstraße 97,10435,52.5395694,13.4136898,Alte Kantine Kulturbrauerei,643682540807
39,2023-06-21,2023-06-21,Marketing-Frühstück in der Eierschale in Berlin-Dahlem,https://www.eventbrite.de/e/marketing-fruhstuck-in-der-eierschale-in-berlin-dahlem-tickets-535077068917,DE,Berlin,BE,Podbielskiallee 50,14195,52.4644844,13.2976181,Eierschale Dahlem,535077068917
3,2023-06-20,2023-06-20,»Female StartAperitivo« Halbfinale in Berlin,https://www.eventbrite.de/e/female-startaperitivo-halbfinale-in-berlin-tickets-631374677657,DE,Berlin,Berlin,Rohrdamm 88,13629,52.5351693,13.2643893,Startup Incubator Berlin,631374677657
3,2023-06-29,2023-06-30,International Cannabis Business Conference - Berlin B2B,https://www.eventbrite.com/e/international-cannabis-business-conference-berlin-b2b-tickets-453338255927,DE,Berlin,Berlin,Sonnenallee 225,12057,52.4738429,13.4591883,Estrel Berlin,453338255927
3,2023-06-17,2023-06-17,Project Nova: Wrestling #7,https://www.eventbrite.de/e/project-nova-wrestling-7-tickets-477468279477,DE,Berlin,Berlin,Martin-Luther-Straße 77,10825,52.48825900000001,13.346111,DIE WEISSE ROSE,477468279477
3,2023-06-08,2023-06-08,Indie Ground • 120-Minutes-Party • Monarch Berlin,https://www.eventbrite.co.uk/e/indie-ground-120-minutes-party-monarch-berlin-tickets-633886992057,DE,Berlin,BE,Skalitzer Straße 134,10999,52.4992921,13.4194699,Monarch Bar,633886992057
3,2023-06-21,2023-06-21,Yoga in the park for International  Day of Yoga,https://www.eventbrite.co.uk/e/yoga-in-the-park-for-international-day-of-yoga-tickets-648221346497,DE,Berlin,BE,Branitzer Platz,14050,52.5158451,13.270435,Branitzer Platz,648221346497
3,2023-06-15,2023-06-15,aMS Berlin 15.06.2023,https://www.eventbrite.fr/e/ams-berlin-15062023-registrierung-496411539277,DE,Berlin,BE,Winterfeldtstraße 21,10781,52.4963418,13.3581017,hubraum - tech incubator of Deutsche Telekom,496411539277
3,2023-06-15,2023-06-15,BPD#17 – Rooftop BBQ Edition at Raisin,https://www.eventbrite.com/e/bpd17-rooftop-bbq-edition-at-raisin-tickets-646887276257,DE,Berlin,Berlin,"Schlesische Str. 33/34,",10997,52.4995333,13.4462048,Raisin DS,646887276257
3,2023-06-12,2023-06-12,Speed Networking & AI for B2B Sales,https://www.eventbrite.ie/e/speed-networking-ai-for-b2b-sales-tickets-636464551607,DE,Berlin,BE,Rosenthaler Straße 72A,10119,52.529518,13.4018381,St. Oberholz,636464551607
3,2023-06-14,2023-06-15,"RAP AM STRAND | Megaloh & Band, BSMG & Aisha Vibes - Live @ YAAM Beach",https://www.eventbrite.de/e/rap-am-strand-megaloh-band-bsmg-aisha-vibes-live-yaam-beach-tickets-624872700067,DE,Berlin,Berlin,An der Schillingbrücke 3,10243,52.5092548,13.43053150000003,YAAM Berlin,624872700067
3,2023-06-18,2023-06-18,Mindful Moods • Yoga • Berlin,https://www.eventbrite.co.uk/e/mindful-moods-yoga-berlin-tickets-491017154527,DE,Berlin,BE,Cuvrystraße 7,10997,52.4991977,13.4450924,Lido,491017154527
3,2023-06-10,2023-06-11,Maa Bhagwati Jagran in Berlin (Free Registration),https://www.eventbrite.de/e/maa-bhagwati-jagran-in-berlin-free-registration-tickets-635944155087,DE,Berlin,BE,Hasenheide 106,10967,52.4867607,13.4207795,Sri Ganesha Hindu Tempel e.V.,635944155087
3,2023-06-17,2023-06-18,DAS 16+  FESTIVAL BERLIN // CARNIVAL EDITION,https://www.eventbrite.de/e/das-16-festival-berlin-carnival-edition-tickets-640069333607,DE,Berlin,Berlin,Kesselhaus,10435,52.5394,13.4137,Kesselhaus in der Kulturbrauerei,640069333607
3,2023-06-06,2023-06-06,Startup Commons Berlin 2023,https://www.eventbrite.de/e/startup-commons-berlin-2023-tickets-611118831877,DE,Berlin,Berlin,Bouchéstraße 12,12435,52.4929454,13.449894599999991,MotionLab.Berlin,611118831877
3,2023-06-09,2023-06-09,Festakt zur Verleihung des 15. Eva Luise Köhler Forschungspreises,https://www.eventbrite.de/e/festakt-zur-verleihung-des-15-eva-luise-kohler-forschungspreises-tickets-564530936227,DE,Berlin,BE,Jägerstraße 22-23,10117,52.51398,13.3942386,Berlin-Brandenburgische Akademie der Wissenschaften,564530936227
3,2023-06-08,2023-06-08,"Stand up Show: ""Spicy Comedy""",https://www.eventbrite.com/e/stand-up-show-spicy-comedy-tickets-632301108637,DE,Berlin,10245,Wühlischstraße 43,10245,52.50861039999999,13.4609797,Süss War Gestern,632301108637
3,2023-06-23,2023-06-25,Mellow Jam - Kulturfestival,https://www.eventbrite.de/e/mellow-jam-kulturfestival-tickets-636453618907,DE,Berlin,Berlin,An der Wuhlheide 256,12555,52.45544,13.56379000000004,Mellowpark,636453618907
3,2023-06-19,2023-06-19,Wise Fools Comedy in English: Comedians vs. Philosophy,https://www.eventbrite.com/e/wise-fools-comedy-in-english-comedians-vs-philosophy-tickets-626352887347,DE,Berlin,BE,Kopenhagener Straße 16,10437,52.5491865,13.4081362,Kohlenquelle,626352887347
3,2023-06-21,2023-06-21,Co-Founder Matching Event Berlin,https://www.eventbrite.de/e/co-founder-matching-event-berlin-tickets-616348162947,DE,Berlin,BE,Warschauer Platz 11-13,10245,52.50440819999999,13.4493547,WeWork - Warschauer Platz - Private Büroflächen und Coworking,616348162947
3,2023-06-30,2023-07-01,Berlin Tekk pres. Die Gebrüder Brett,https://www.eventbrite.de/e/berlin-tekk-pres-die-gebruder-brett-tickets-623228803127,DE,Berlin,Berlin,Alexanderstraße 7,10178,52.52328979999999,13.4164776,ASeven Club & Eventlocation,623228803127
1,2023-06-12,2023-06-13,AsiaBerlin Summit 2023,https://www.eventbrite.de/e/asiaberlin-summit-2023-tickets-537155806477,DE,Berlin,BE,Rathausstraße 15,10178,52.51827749999999,13.4086443,Rotes Rathaus,537155806477
1,2023-06-10,2023-06-11,AFRICAN FOOD FESTIVAL BERLIN - SUMMERMARKET EDITION,https://www.eventbrite.de/e/african-food-festival-berlin-summermarket-edition-tickets-641673431507,DE,Berlin,Berlin,Luckenwalder Straße 6b,10963,52.4989607,13.3732248,jules Gleisdreieck | Café | Canteen | Beergarden,641673431507
1,2023-07-08,2023-07-09,LoveBase,https://www.eventbrite.de/e/lovebase-tickets-635329917887,DE,Berlin,Berlin,Knaackstraße 97,10435,52.5393856,13.41371060000006,Kulturbrauerei,635329917887
1,2023-06-11,2023-06-11,"★LIVE STAND UP COMEDY★im Comedy Club ""Mad Monkey Room"" | 18:00h| 030 COMEDY",https://www.eventbrite.de/e/live-stand-up-comedyim-comedy-club-mad-monkey-room-1800h-030-comedy-tickets-383466276957,DE,Berlin,Berlin,Danziger Straße 1,10435,52.54172089999999,13.4121977,Mad Monkey Room,383466276957
1,2023-06-24,2023-06-25,UNSHAVED Bear Summer Edition 2023,https://www.eventbrite.de/e/unshaved-bear-summer-edition-2023-tickets-633483866297,DE,Berlin,Berlin,Obentrautstraße 19-21,10963,52.49597199999999,13.387725799999998,Gretchen,633483866297
1,2023-07-01,2023-07-01,STICKS & STONES Berlin '23 - Europas größte LGBTIQ+ Job- & Karrieremesse,https://www.eventbrite.de/e/sticks-stones-berlin-23-europas-grote-lgbtiq-job-karrieremesse-tickets-471024656427,DE,Berlin,BE,Mercedes-Platz 2,10243,52.5051406,13.4429749,Verti Music Hall,471024656427
1,2023-06-08,2023-06-08,How to nail the tech hiring process: Women in tech Berlin,https://www.eventbrite.co.uk/e/how-to-nail-the-tech-hiring-process-women-in-tech-berlin-tickets-632881384257,DE,Berlin,BE,Lohmühlenstraße 65,12435,52.4940556,13.4463246,Factory Berlin Görlitzer Park,632881384257
1,2023-06-07,2023-06-07,David and Goliath: Sustainable Fashion Panel with t3n,https://www.eventbrite.com/e/david-and-goliath-sustainable-fashion-panel-with-t3n-tickets-474075531677,DE,Berlin,Berlin,Lohmühlenstraße 65,12435,52.4940361,13.4462696,Factory Berlin Görlitzer Park,474075531677
1,2023-06-23,2023-06-23,That's What She Said - Female Comedy Night,https://www.eventbrite.de/e/thats-what-she-said-female-comedy-night-tickets-472117144087,DE,Berlin,BE,Kopenhagener Straße 16,10437,52.5491865,13.4081362,Kohlenquelle,472117144087
1,2023-06-16,2023-06-18,Großer Pflanzenverkauf - Berlin,https://www.eventbrite.de/e/groer-pflanzenverkauf-berlin-tickets-634740344457,DE,Berlin,BE,Luckenwalder Straße 3,10963,52.4996866,13.3765572,Kühlhaus Berlin,634740344457
1,2023-06-07,2023-06-07,Saying the Wrong Thing: An English Comedy Hour in Berlin(Free Entry),https://www.eventbrite.com/e/saying-the-wrong-thing-an-english-comedy-hour-in-berlinfree-entry-tickets-626344181307,DE,Berlin,BE,Kopenhagener Straße 16,10437,52.5491865,13.4081362,Kohlenquelle,626344181307
1,2023-06-18,2023-06-18,awk.word presents: Shaden in Berlin,https://www.eventbrite.com/e/awkword-presents-shaden-in-berlin-tickets-629279179967,DE,Berlin,BE,Möckernstrasse 10,10963,52.50162599999999,13.381228,Tempodrom Berlin,629279179967
1,2023-06-09,2023-06-09,Shimmy Shake Shows @LOVELITE,https://www.eventbrite.com/e/shimmy-shake-shows-lovelite-tickets-549233170197,DE,Berlin,BE,Haasestraße 1,10245,52.5066667,13.4616667,Lovelite,549233170197
1,2023-06-09,2023-06-09,The Epic Comedy Show: An English Comedy Event in Berlin (English-Speaking),https://www.eventbrite.com/e/the-epic-comedy-show-an-english-comedy-event-in-berlin-english-speaking-tickets-640145601727,DE,Berlin,BE,Tucholskystraße 30,10117,52.5260125,13.3936047,Zosch,640145601727
1,2023-06-25,2023-06-25,TwoSet Violin World Tour 2023/24,https://www.eventbrite.com.au/e/twoset-violin-world-tour-202324-tickets-606860464987,DE,Berlin,BE,Herbert-von-Karajan-Straße 1,10785,52.5100319,13.369693,Berliner Philharmonie,606860464987
1,2023-06-15,2023-06-15,Business Creator Summit 2023 by Diana zur Löwen & Sarah Emmerich,https://www.eventbrite.de/e/business-creator-summit-2023-by-diana-zur-lowen-sarah-emmerich-tickets-462555284307,DE,Berlin,BE,Bessemerstraße 2-14,12103,52.4669474,13.36592,Malzfabrik,462555284307
1,2023-06-10,2023-06-10,Truth and Lies: A Comedy Game Show,https://www.eventbrite.co.uk/e/truth-and-lies-a-comedy-game-show-tickets-622526241747,DE,Berlin,BE,Nürnberger Straße 68,10787,52.5045029,13.3412219,Terminal 1 Berlin,622526241747
1,2023-06-14,2023-06-15,BERLIN MUSIC VIDEO AWARDS 2023 (11th EDITION),https://www.eventbrite.de/e/berlin-music-video-awards-2023-11th-edition-tickets-595759732397,DE,Berlin,Berlin,Obentrautstraße 19-21,10963,52.49597199999999,13.387725799999998,Gretchen,595759732397
1,2023-06-20,2023-06-20,Life drawing with a twist: Life models in costume and exciting settings,https://www.eventbrite.de/e/life-drawing-with-a-twist-life-models-in-costume-and-exciting-settings-tickets-640477163437,DE,Berlin,BE,Donaustraße 119,12043,52.484075,13.4324361,Das Gift,640477163437
1,2023-06-17,2023-06-17,Career Conference,https://www.eventbrite.co.uk/e/career-conference-tickets-607202528107,DE,Berlin,BE,Bouchéstraße 12 Halle 20,12435,52.4936476,13.448235,MotionLab.Berlin,607202528107
13,2023-06-08,2023-06-08,Afterwork Draw and Drinks: Open drawing lab/Offenes Zeichenlabor,https://www.eventbrite.com/e/afterwork-draw-and-drinks-open-drawing-laboffenes-zeichenlabor-tickets-541285518557,DE,Berlin,BE,Bremer Straße 41,10551.0,52.5327523,13.3390065,Kuchentischlerei,541285518557
13,2023-06-07,2023-06-07,GORILLA COMEDY Stand up im Mad Monkey Room (20:00 Uhr),https://www.eventbrite.de/e/gorilla-comedy-stand-up-im-mad-monkey-room-2000-uhr-tickets-490952320607,DE,Berlin,Berlin,Danziger Str. 1,10435.0,52.54172089999999,13.4121977,Mad Monkey Room,490952320607
13,2023-07-06,2023-07-06,Pitch Competition @ Digital Future Summit Berlin,https://www.eventbrite.com/e/pitch-competition-digital-future-summit-berlin-tickets-643650504987,DE,Berlin,BE,Schloßplatz 1,10178.0,52.51564949999999,13.4011509,ESMT Berlin,643650504987
13,2023-07-06,2023-07-06,Data Walk mit Women in Mobility,https://www.eventbrite.de/e/data-walk-mit-women-in-mobility-tickets-638314414597,DE,Berlin,BE,Friedrichstrasse 158-164,10117.0,52.515956,13.388512,U-Bahnhof Unter der Linden - Ausgang Ecke Friedrichstraße / Behrenstraße (neben KPM),638314414597
13,2023-06-12,2023-06-12,Sound Bath Journey,https://www.eventbrite.de/e/sound-bath-journey-tickets-620915263267,DE,Berlin,BE,Pasteurstraße 28,10407.0,52.53264490000001,13.4349614,Prenzlauer Berg,620915263267
13,2023-06-23,2023-06-23,Irgendwann - Neue Deutsche Welle Live Party,https://www.eventbrite.de/e/irgendwann-neue-deutsche-welle-live-party-tickets-609494724127,DE,Berlin,Berlin,Am Juliusturm 62,13599.0,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,609494724127
13,2023-06-10,2023-06-10,Cervantes Kinder: Talleres para niñas y niños.,https://www.eventbrite.de/e/cervantes-kinder-talleres-para-ninas-y-ninos-tickets-626200852607,DE,Berlin,BE,Rosenstraße 18,10178.0,52.52165989999999,13.404826,Instituto Cervantes Berlin - Das spanische Kulturinstitut,626200852607
13,2023-06-10,2023-06-10,Der zerbrochne Krug,https://www.eventbrite.de/e/der-zerbrochne-krug-tickets-626118676817,DE,Berlin,BE,Frankfurter Allee 91,10247.0,52.5141888,13.4721349,Theater Verlängertes Wohnzimmer,626118676817
13,2023-07-15,2023-07-15,Remember Cash,https://www.eventbrite.de/e/remember-cash-tickets-609507682887,DE,Berlin,Berlin,Am Juliusturm 62,13599.0,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,609507682887
13,2023-06-12,2023-06-12,Yin Yoga for embodied presence,https://www.eventbrite.de/e/yin-yoga-for-embodied-presence-tickets-469268012257,DE,Berlin,BE,Naunynstraße 38,10999.0,52.502759,13.4188459,vea yoga STUDIO,469268012257
13,2023-06-11,2023-06-11,INK - Drawing course,https://www.eventbrite.com/e/ink-drawing-course-tickets-609692876807,DE,Berlin,BE,Braunschweiger Str. 80,12055.0,52.4706971,13.4425522,Kulturlabor Trial & Error,609692876807
13,2023-07-01,2023-07-01,Licht und Klang - eine Konzertreise der Begegnung,https://www.eventbrite.com/e/licht-und-klang-eine-konzertreise-der-begegnung-tickets-610977559327,DE,Berlin,BE,Einsteinufer 43 -53,10587.0,52.5169596,13.3230194,"Georg-Neumann-Saal, Universität der Künste Berlin",610977559327
13,2023-07-21,2023-07-21,Larry Schuba & Western Union,https://www.eventbrite.de/e/larry-schuba-western-union-tickets-609519076967,DE,Berlin,Berlin,Am Juliusturm 62,13599.0,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,609519076967
13,2023-06-11,2023-06-12,MAXXIM Sunday Clubbing,https://www.eventbrite.de/e/maxxim-sunday-clubbing-tickets-412821850267,DE,Berlin,BE,Joachimsthaler Straße 15,10719.0,52.5020624,13.3308349,MAXXIM CLUB BERLIN,412821850267
13,2023-06-19,2023-06-19,In Person Event: Beyond Networking,https://www.eventbrite.de/e/in-person-event-beyond-networking-tickets-640437314247,DE,Berlin,BE,Rudi-Dutschke-Straße 26,10969.0,52.50689269999999,13.3914371,Le Wagon Berlin - Coding Bootcamp,640437314247
13,2023-06-07,2023-06-08,MARCOS COLL'S BLUES JARANA & SPECIAL GUESTS,https://www.eventbrite.de/e/marcos-colls-blues-jarana-special-guests-tickets-536263226747,DE,Berlin,BE,Müggelstraße 9,10247.0,52.51201479999999,13.470691,Bar Bobu,536263226747
13,2023-06-07,2023-06-07,Critical Infrastructure in Crises: Local Perspectives on the Role of Energy,https://www.eventbrite.de/e/critical-infrastructure-in-crises-local-perspectives-on-the-role-of-energy-tickets-636019510477,DE,Berlin,BE,Von-der-Heydt-Straße 2,10785.0,52.50709370000001,13.3544811,Haus der Kreislaufwirtschaft (for Workshop 1),636019510477
13,2023-06-16,2023-06-16,New Corporate Citizenship - Das Hoffest 2023,https://www.eventbrite.de/e/new-corporate-citizenship-das-hoffest-2023-tickets-600325930017,DE,Berlin,BE,Tempelhofer Ufer 11,10963.0,52.4979575,13.3857105,Tempelhofer Ufer 11,600325930017
13,2023-07-04,2023-07-04,Kesselhaus Summer Stage im frannz Biergarten,https://www.eventbrite.de/e/kesselhaus-summer-stage-im-frannz-biergarten-tickets-629948301327,DE,Berlin,,Schönhauser Allee 36,,52.5383047,13.4127573,Frannz Biergarten in der Kulturbrauerei,629948301327
13,2023-06-29,2023-06-29,Happy Hour: Circle Slam,https://www.eventbrite.com/e/happy-hour-circle-slam-tickets-647087856197,DE,Berlin,Berlin,Lohmühlenstraße 65,12435.0,52.4940361,13.4462696,Factory Berlin Görlitzer Park,647087856197
