page,startDate,endDate,name,url,addressCountry,addressLocality,addressRegion,streetAddress,postalCode,latitude,longitude,locationName,id
4,2023-06-07,2023-06-07,Im Spotlight: KI-Startups und die Wissenschaft,https://www.eventbrite.com/e/im-spotlight-ki-startups-und-die-wissenschaft-tickets-630620652347,DE,Berlin,BE,Max-Urich-Straße 3,13355,52.53935070000001,13.3836954,AI Campus Berlin,630620652347
4,2023-06-15,2023-06-15,KlumBum 2023 - DAS FINALE,https://www.eventbrite.de/e/klumbum-2023-das-finale-tickets-632238050027,DE,Berlin,BE,Revaler Straße 99,10245,52.507921,13.453509,Bar Zum schmutzigen Hobby,632238050027
4,2023-06-17,2023-06-18,"TOP90s: 90s Pop, Eurodance, Trash *BIRTHDAY SPECIAL*",https://www.eventbrite.com/e/top90s-90s-pop-eurodance-trash-birthday-special-tickets-592314126497,DE,Berlin,Berlin,Revaler Straße 99,10245,52.5072813,13.45397939999998,Badehaus Szimpla,592314126497
4,2023-06-24,2023-06-25,Ü30 Party Berlin – die größte Ü30 Party Berlins,https://www.eventbrite.de/e/u30-party-berlin-die-grote-u30-party-berlins-tickets-621062212797,DE,Berlin,Berlin,Köpenicker Straße 16-17,10997,52.50589000000001,13.43470209999998,Spindler & Klatt,621062212797
4,2023-06-14,2023-06-14,"Mittwochs ganz ""OBEN""",https://www.eventbrite.de/e/mittwochs-ganz-oben-tickets-637950405837,DE,Berlin,BE,Große Präsidentenstraße 6-7,10178,52.5230484,13.4008546,Hotel Zoe by AMANO,637950405837
4,2023-06-09,2023-06-10,After Dark Comedy at Zosch: A Late Night Comedy Show in Berlin,https://www.eventbrite.com/e/after-dark-comedy-at-zosch-a-late-night-comedy-show-in-berlin-tickets-640146965807,DE,Berlin,BE,Tucholskystraße 30,10117,52.5260125,13.3936047,Zosch,640146965807
4,2023-06-07,2023-06-07,F&B Innovators Brunch Berlin,https://www.eventbrite.de/e/fb-innovators-brunch-berlin-tickets-630106895687,DE,Berlin,BE,Mollstraße 32,10249,52.5253301,13.4209716,KitchenTown Berlin,630106895687
4,2023-06-10,2023-06-11,RAVE ME BACK SUMMER DREAM w/ 8 DJ`s Outdoor & Indoor,https://www.eventbrite.de/e/rave-me-back-summer-dream-w-8-djs-outdoor-indoor-tickets-629598926337,DE,Berlin,Berlin,Alexanderstraße 7,10178,52.5230016,13.416553700000009,A SEVEN CLUB,629598926337
4,2023-06-13,2023-06-14,JAZZ JAM SESSION Night feat. Bar Bobu Jazz Trio,https://www.eventbrite.de/e/jazz-jam-session-night-feat-bar-bobu-jazz-trio-tickets-498641408877,DE,Berlin,BE,Müggelstraße 9,10247,52.51201479999999,13.470691,Bar Bobu,498641408877
4,2023-06-10,2023-06-10,SATURDAY NIGHT LIVE STANDUP,https://www.eventbrite.com/e/saturday-night-live-standup-tickets-632713241337,DE,Berlin,Berlin,Stargarder Straße 33,10437,52.5436533,13.4244142,La Minga,632713241337
4,2023-07-16,2023-07-16,Creatives hangout with coffee,https://www.eventbrite.com/e/creatives-hangout-with-coffee-tickets-541193944657,DE,Berlin,BE,Lucy-Lameck-Straße 32,12049,52.4838189,13.4228749,Bulbul Cafe,541193944657
4,2023-07-02,2023-07-02,Live-Wrestling in Berlin | GWF  Summer Smash 8,https://www.eventbrite.de/e/live-wrestling-in-berlin-gwf-summer-smash-8-tickets-482995140467,DE,Berlin,Berlin,Am Flutgraben 2,12435,52.4967039,13.451584300000036,Festsaal Kreuzberg,482995140467
4,2023-06-08,2023-06-08,Sundowner - Netzwerken über den Dächern Berlins,https://www.eventbrite.de/e/sundowner-netzwerken-uber-den-dachern-berlins-tickets-535788667327,DE,Berlin,BE,Ritterstraße 3,10969,52.50086899999999,13.4129875,Ritterstraße 3,535788667327
4,2023-06-09,2023-06-09,SX TECH BERLIN SUMMER MEETUP,https://www.eventbrite.ie/e/sx-tech-berlin-summer-meetup-tickets-634540095507,DE,Berlin,BE,Ritterstraße 12-14,10969,52.5020693,13.4112796,Spiced Academy,634540095507
4,2023-06-11,2023-06-11,Sonntagskonzert Nr. 6 | Traumverloren,https://www.eventbrite.de/e/sonntagskonzert-nr-6-traumverloren-tickets-460714097267,DE,Berlin,Berlin,Herbert-von-Karajan-Straße 1,10785,52.5100776,13.369992,Kammermusiksaal,460714097267
4,2023-06-14,2023-06-14,AsiaBerlin Summit Satellite Event: UX Testing & Chinese Market Knowledge,https://www.eventbrite.de/e/asiaberlin-summit-satellite-event-ux-testing-chinese-market-knowledge-tickets-633846681487,DE,Berlin,Berlin,Rohrdamm 88,13629,52.5351693,13.2643893,Startup Incubator Berlin,633846681487
4,2023-06-09,2023-06-09,Upland Community Meet Up & LIVE City Opening,https://www.eventbrite.com/e/upland-community-meet-up-live-city-opening-tickets-644036098307,DE,Berlin,BE,Schützenstraße 73,10117,52.50873869999999,13.3908872,LVL World of Gaming - Berlin,644036098307
4,2023-06-07,2023-06-07,Demoday FLYACTS / REAKTOR.BERLIN,https://www.eventbrite.de/e/demoday-flyacts-reaktorberlin-tickets-606688520697,DE,Berlin,BE,Große Querallee,10557,52.5184527,13.3671312,TIPI AM KANZLERAMT Berlin,606688520697
4,2023-06-17,2023-06-17,UNZENSIERT - Berlins Comedy Show,https://www.eventbrite.com/e/unzensiert-berlins-comedy-show-tickets-595221181577,DE,Berlin,BE,Kopenhagener Straße 16,10437,52.5491906,13.4081325,Kohlenquelle,595221181577
4,2023-08-26,2023-08-26,Megamarsch 50/12 Berlin 2023,https://www.eventbrite.de/e/megamarsch-5012-berlin-2023-tickets-411049629507,DE,Berlin,,Buolstraße 14,13629,52.5453842,13.2585348,Sport Centrum Siemensstadt,411049629507
16,2023-06-07,2023-06-07,"Stand-up Comedy • F-Hain • 20.30 Uhr | ""4 mal 15""",https://www.eventbrite.de/e/stand-up-comedy-f-hain-2030-uhr-4-mal-15-tickets-649403171367,DE,Berlin,Berlin,Grünberger Straße 84,10245.0,52.51094,13.4613273,The Wall Comedy,649403171367
16,2023-06-07,2023-06-07,Diversity Festival Adlershof,https://www.eventbrite.de/e/diversity-festival-adlershof-tickets-636488132137,DE,Berlin,BE,Volmerstraße 2,12489.0,52.430677,13.534879,Adlershof,636488132137
16,2023-06-27,2023-06-27,LinkedIn Local Berlin – Connect The Unexpected,https://www.eventbrite.de/e/linkedin-local-berlin-connect-the-unexpected-tickets-635369365877,DE,Berlin,BE,Danckelmannstraße 34,14059.0,52.5115192,13.2917797,45 Grad digital GmbH,635369365877
16,2023-06-29,2023-06-29,Meet Up Gewobag Innovation Challenge 2023,https://www.eventbrite.de/e/meet-up-gewobag-innovation-challenge-2023-tickets-633337859587,DE,Berlin,BE,Bülowstraße 90,10783.0,52.49848360000001,13.3604857,Freifläche Studios,633337859587
16,2023-06-12,2023-06-12,"Frankreich-Deutschland, ein Traumpaar?/ France-Allemagne, un couple modèle?",https://www.eventbrite.com/e/frankreich-deutschland-ein-traumpaar-france-allemagne-un-couple-modele-tickets-637124876657,DE,Berlin,BE,Friedrichstraße 191,10117.0,52.51077639999999,13.3894555,Centre Marc Bloch,637124876657
16,2023-06-14,2023-06-14,Startup Ecosystem and Female Entrepreneurship,https://www.eventbrite.de/e/startup-ecosystem-and-female-entrepreneurship-tickets-638623579317,DE,Berlin,BE,Schloßplatz 1,10178.0,52.51564949999999,13.4011509,ESMT Berlin,638623579317
16,2023-06-22,2023-06-22,Kat Nip presents: BLACKOUT | Berlin | English comedy special with a twist!,https://www.eventbrite.de/e/kat-nip-presents-blackout-berlin-english-comedy-special-with-a-twist-tickets-635852641367,DE,Berlin,BE,Bergstraße 2,10115.0,52.5294848,13.3956931,Z-Bar,635852641367
16,2023-07-11,2023-07-12,Social Economy Berlin Konferenz 2023,https://www.eventbrite.de/e/social-economy-berlin-konferenz-2023-tickets-639186081777,DE,Berlin,BE,Lehrter Str. 68,10557.0,52.52619139999999,13.3629604,Berliner Stadtmission,639186081777
16,2023-06-18,2023-06-18,Herzen. ZWISCHEN. Vulkanen,https://www.eventbrite.de/e/herzen-zwischen-vulkanen-tickets-632654565837,DE,Berlin,Berlin,Prinzenstraße 85 F,10969.0,52.503197,13.40988100000004,tak Theater Aufbau Kreuzberg,632654565837
16,2023-06-14,2023-06-14,Workshop - Introduction to the Metal Lab,https://www.eventbrite.de/e/workshop-introduction-to-the-metal-lab-tickets-638013614897,DE,Berlin,Berlin,Bouchéstraße 12,12435.0,52.4936476,13.448235,MotionLab.Berlin,638013614897
16,2023-06-14,2023-06-14,"Sean Brotherton Public Lecture, followed by a drinks reception, Berlin",https://www.eventbrite.co.uk/e/sean-brotherton-public-lecture-followed-by-a-drinks-reception-berlin-tickets-634598961577,DE,Berlin,BE,Potsdamer Straße 37,10785.0,52.5071933,13.3696648,Simón-Bolívar-Saal,634598961577
16,2023-06-12,2023-06-12,After Church Comedy (FREE SHOTS),https://www.eventbrite.co.uk/e/after-church-comedy-free-shots-tickets-576328803967,DE,Berlin,Berlin,Donaustraße 112,12043.0,52.4832753,13.4342669,Valentin Stüberl,576328803967
16,2023-06-28,2023-06-28,Luisa Omielan / Road Trip • Berlin • Stand Up Comedy in English,https://www.eventbrite.co.uk/e/luisa-omielan-road-trip-berlin-stand-up-comedy-in-english-tickets-607079660607,DE,Berlin,BE,Mühlenstraße 73,10243.0,52.5029775,13.4441754,Floating Lounge,607079660607
16,2023-06-07,2023-06-07,Low-Code Themenabend,https://www.eventbrite.de/e/low-code-themenabend-tickets-634748869957,DE,Berlin,BE,Düsterhauptstraße 40,13469.0,52.6079762,13.3204984,Scopeland Technology GmbH,634748869957
16,2023-06-17,2023-06-18,Summer Solst-ish Party @ workish,https://www.eventbrite.de/e/summer-solst-ish-party-workish-tickets-632265100937,DE,Berlin,Berlin,Harzer Straße 39,12059.0,52.4846099,13.4495898,workish.berlin,632265100937
16,2023-06-17,2023-06-18,Ma Baker Party im Silverwings ❤❤ 80s 90s 2000s RnB House Charts Disco,https://www.eventbrite.de/e/ma-baker-party-im-silverwings-80s-90s-2000s-rnb-house-charts-disco-tickets-635968869007,DE,Berlin,Berlin,Columbiadamm 8-10,10965.0,52.484007,13.390336,Silverwings Club,635968869007
16,2023-07-01,2023-07-02,Feel Your 90s! - Party • Lido Berlin • 01.07.23,https://www.eventbrite.de/e/feel-your-90s-party-lido-berlin-010723-tickets-632707584417,DE,Berlin,BE,Cuvrystraße 7,10997.0,52.4991977,13.4450924,Lido,632707584417
16,2023-06-11,2023-06-11,Art Class : Portrait Drawing for Beginner,https://www.eventbrite.de/e/art-class-portrait-drawing-for-beginner-tickets-616300329877,DE,Berlin,BE,WeiseStrasse,,52.4764023,13.4242362,Berlin,616300329877
16,2023-06-21,2023-06-22,Aftershow Party Nelson Mandela Schule 2023,https://www.eventbrite.de/e/aftershow-party-nelson-mandela-schule-2023-tickets-639406922317,DE,Berlin,Berlin,Wiebestr. 42,10553.0,52.52798,13.31894,Loewe Saal,639406922317
16,2023-06-09,2023-06-10,FRIDAYLICIOUS,https://www.eventbrite.de/e/fridaylicious-tickets-544514556697,DE,Berlin,BE,Joachimsthaler Straße 15,10719.0,52.5020624,13.3308349,MAXXIM CLUB BERLIN,544514556697
17,2023-06-10,2023-06-10,Saxon Switzerland I: Climb Sandstone Mountains & Rocky Canyons,https://www.eventbrite.de/e/saxon-switzerland-i-climb-sandstone-mountains-rocky-canyons-tickets-632372381817,DE,Berlin,BE,Koppenstraße 3,10243,52.5098959,13.4360449,Berlin Ostbahnhof,632372381817
17,2023-07-01,2023-07-01,Fightchallenge - Amateur MMA Competition,https://www.eventbrite.de/e/fightchallenge-amateur-mma-competition-tickets-645950073057,DE,Berlin,BE,Lobeckstraße 36,10969,52.5037617,13.4077196,Fenriz Gym,645950073057
17,2023-07-07,2023-07-07,#dabei open air 2023,https://www.eventbrite.de/e/dabei-open-air-2023-tickets-597577298787,DE,Berlin,Berlin,Tempelhofer Damm 57,12101,52.4748569,13.4005926,Luftschloss Tempelhofer Feld,597577298787
17,2023-06-28,2023-06-28,Judy LaDivina Tell Mama (Tickets for 28.06.2023),https://www.eventbrite.de/e/judy-ladivina-tell-mama-tickets-for-28062023-tickets-645382986887,DE,Berlin,BE,Revaler Straße 99,10245,52.507921,13.453509,Bar Zum schmutzigen Hobby,645382986887
17,2023-06-13,2023-06-13,CHRYSIPPUS STANDUP COMEDY OPEN MIC,https://www.eventbrite.de/e/chrysippus-standup-comedy-open-mic-tickets-602686701147,DE,Berlin,BE,Reinickendorfer Straße 96,13347,52.54757470000001,13.3688392,KikiSol,602686701147
17,2023-06-18,2023-06-18,Brunch Queens: Drag Brunch at The Social Hub,https://www.eventbrite.com.ar/e/brunch-queens-drag-brunch-at-the-social-hub-tickets-637362647837,DE,Berlin,BE,Alexanderstraße 40,10179,52.51682909999999,13.4178901,The Social Hub Berlin,637362647837
17,2023-06-08,2023-06-08,Workshop - Introduction to 3D printing with FDM technology,https://www.eventbrite.de/e/workshop-introduction-to-3d-printing-with-fdm-technology-tickets-590071398437,DE,Berlin,Berlin,Bouchéstraße 12,12435,52.4936476,13.448235,MotionLab.Berlin,590071398437
17,2023-06-09,2023-06-09,BREAKFAST MEDITATION,https://www.eventbrite.com/e/breakfast-meditation-registration-599627581237,DE,Berlin,Berlin,Winsstraße 9,10405,52.53217919999999,13.423991800000069,Raum Schwalbe,599627581237
17,2023-06-16,2023-06-16,Smart Sommerfest,https://www.eventbrite.de/e/smart-sommerfest-tickets-637989312207,DE,Berlin,BE,Wilhelmstraße 150,10963,52.4986966,13.3881217,SMartDe eG,637989312207
17,2023-06-27,2023-06-27,IoT+ Network Stammtisch,https://www.eventbrite.de/e/iot-network-stammtisch-tickets-444526128617,DE,Berlin,BE,Sorauer Str. 31,10997,52.49946079999999,13.439152,Hopfenreich,444526128617
17,2023-06-22,2023-06-22,French Tech Community Frühstück #10 @ Tradition Meets Future GmbH,https://www.eventbrite.de/e/french-tech-community-fruhstuck-10-tradition-meets-future-gmbh-tickets-645842140227,DE,Berlin,BE,Knesebeckstraße 62/63,10623,52.5013316,13.3220065,Knesebeckstraße 62,645842140227
17,2023-06-13,2023-06-13,Lil Bastards Comedy Show (FREE SHOTS),https://www.eventbrite.co.uk/e/lil-bastards-comedy-show-free-shots-tickets-480398403557,DE,Berlin,Berlin,Donaustraße 112,12043,52.4832753,13.4342669,Valentin Stüberl,480398403557
17,2023-06-10,2023-06-10,ESMT Campusführungen (ehemaliges Staatsratsgebäude),https://www.eventbrite.de/e/esmt-campusfuhrungen-ehemaliges-staatsratsgebaude-tickets-491495063967,DE,Berlin,Berlin,Schloßplatz 1,10178,52.5157185,13.4013108,ESMT Berlin,491495063967
17,2023-06-25,2023-06-25,Darbet Shams / Bashar Murad / Disco Samir,https://www.eventbrite.com/e/darbet-shams-bashar-murad-disco-samir-tickets-633166727727,DE,Berlin,BE,Hermannstraße 146,12051,52.4643727,13.4333818,Hole⁴⁴,633166727727
17,2023-06-26,2023-06-26,Your Path Into Tech,https://www.eventbrite.de/e/your-path-into-tech-tickets-625538260777,DE,Berlin,BE,Rudi-Dutschke-Straße 26,10969,52.50689269999999,13.3914371,Le Wagon Berlin - Coding Bootcamp,625538260777
17,2023-06-24,2023-06-24,The Liminal - Monthly Expressive Arts & Creative Circle in Berlin,https://www.eventbrite.com/e/the-liminal-monthly-expressive-arts-creative-circle-in-berlin-tickets-600690961837,DE,Berlin,BE,Wilhelmine-Gemberg-Weg 12,10179,52.5107993,13.4250813,Optionsraum 2,600690961837
17,2023-06-24,2023-06-24,Prelude Familienkonzert,https://www.eventbrite.de/e/prelude-familienkonzert-tickets-640106173797,DE,Berlin,BE,Greifswalder Straße 23A,10405,52.5305256,13.4286648,Musikbrauerei,640106173797
17,2023-07-02,2023-07-02,STANDUP STORYTELLERS - English Comedy Storytelling,https://www.eventbrite.com/e/standup-storytellers-english-comedy-storytelling-tickets-624300147547,DE,Berlin,BE,Torstraße 218,10115,52.5274009,13.3894661,Galerie & Bar Tor218 Artlab,624300147547
17,2023-06-12,2023-06-12,Techno Painting Workshop,https://www.eventbrite.com/e/techno-painting-workshop-tickets-602307406667,DE,Berlin,,Brunnenstrasse 186 10119,10119,52.5311672,13.3998175,Private Studio,602307406667
17,2023-06-16,2023-06-16,KAKAO & KUSCHELN: Herzoffene Begegnung in Präsenz,https://www.eventbrite.de/e/kakao-kuscheln-herzoffene-begegnung-in-prasenz-tickets-641207517947,DE,Berlin,Berlin,Görlitzer Ufer 1A,10997,52.4956416,13.4452458,Privat,641207517947
5,2023-06-09,2023-06-09,Dizney in Drag: Once Upon a Parody,https://www.eventbrite.com/e/dizney-in-drag-once-upon-a-parody-tickets-643761165977,DE,Berlin,BE,Möckernstrasse 10,10963,52.50162599999999,13.381228,Tempodrom Berlin,643761165977
5,2023-06-09,2023-06-09,SHABBY LATESHOW! Stand up Comedy im Mad Monkey Room (22:30 Uhr),https://www.eventbrite.de/e/shabby-lateshow-stand-up-comedy-im-mad-monkey-room-2230-uhr-tickets-490947135097,DE,Berlin,Berlin,Danziger Str. 1,10435,52.54172089999999,13.4121977,Mad Monkey Room,490947135097
5,2023-06-23,2023-06-23,Comedy In English: Two Jews Comedy Show Berlin! June 23,https://www.eventbrite.com/e/comedy-in-english-two-jews-comedy-show-berlin-june-23-tickets-637350080247,DE,Berlin,BE,Grünberger Straße 84,10245,52.5109095,13.4613414,The Wall Comedy,637350080247
5,2023-06-17,2023-06-18,BOLLYWOOD NIGHT - BERLIN,https://www.eventbrite.de/e/bollywood-night-berlin-tickets-648988591347,DE,Berlin,BE,Seddiner Straße 8,10315,52.5136117,13.5219524,37 CLUB,648988591347
5,2023-06-09,2023-06-10,7. Rare Disease Symposium,https://www.eventbrite.de/e/7-rare-disease-symposium-tickets-564418881067,DE,Berlin,D,Scharnhorststraße 3,10115,52.5319499,13.3731065,STORZ Besucher- und Informationszentrum,564418881067
5,2023-06-09,2023-06-10,STAGETIME - Songwriter Night,https://www.eventbrite.de/e/stagetime-songwriter-night-tickets-498642050797,DE,Berlin,BE,Müggelstraße 9,10247,52.51201479999999,13.470691,Bar Bobu,498642050797
5,2023-10-20,2023-10-21,Thomas Lizzara Birthday @ Kesselhaus Berlin,https://www.eventbrite.de/e/thomas-lizzara-birthday-kesselhaus-berlin-tickets-600798924757,DE,Berlin,BE,Knaackstraße 97,10435,52.53938560000001,13.4137106,Kesselhaus in der Kulturbrauerei,600798924757
5,2023-07-01,2023-07-02,Erasmus Summer Festival - Open Air & Indoor Party,https://www.eventbrite.de/e/erasmus-summer-festival-open-air-indoor-party-tickets-646841138257,DE,Berlin,BE,Alexanderstraße 40,10179,52.51682909999999,13.4178901,The Social Hub Berlin,646841138257
5,2023-06-09,2023-06-09,Benefizkonzert für die Ukraine,https://www.eventbrite.de/e/benefizkonzert-fur-die-ukraine-tickets-640178098927,DE,Berlin,BE,Frankfurter Allee 6a,10247,52.5147888,13.4559542,Georg-Friedrich-Händel-Gymnasium,640178098927
5,2023-06-16,2023-06-16,Tantra für Beginner 2.0| Berlin Edition,https://www.eventbrite.de/e/tantra-fur-beginner-20-berlin-edition-tickets-619959444387,DE,Berlin,BE,Lübbener Straße 9,10997,52.499031,13.4374856,Kundalini Yoga Kreuzberg - Kreuzbergyoga Studio,619959444387
5,2023-06-12,2023-06-12,KI im Gesundheitswesen: Alles wird gut…wird alles gut?,https://www.eventbrite.de/e/ki-im-gesundheitswesen-alles-wird-gutwird-alles-gut-tickets-632339704077,DE,Berlin,BE,Am Hamburger Bahnhof 4,10557,52.5294445,13.3714956,REINHARD BÄR restaurant und café,632339704077
5,2023-06-10,2023-06-10,English Stand Up - Culture Shock  - Asian Invasion #5,https://www.eventbrite.co.uk/e/english-stand-up-culture-shock-asian-invasion-5-tickets-625141975477,DE,Berlin,BE,Bergstraße 2,10115,52.5294848,13.3956931,Z-Bar,625141975477
5,2023-06-14,2023-06-14,Medizin der Zukunft,https://www.eventbrite.de/e/medizin-der-zukunft-tickets-632608086817,DE,Berlin,BE,Hohenzollerndamm 208a,10717,52.4944648,13.3293486,Eventlocation Wasserwerk,632608086817
5,2023-06-30,2023-06-30,Transformational Breathwork,https://www.eventbrite.com/e/transformational-breathwork-tickets-512903045817,DE,Berlin,Berlin,Böttgerstraße 16,13357,52.5487872,13.380952900000011,YOGA at Lobe Block UG i.g.,512903045817
5,2023-06-10,2023-06-11,Abriss Party,https://www.eventbrite.com/e/abriss-party-tickets-634556013117,DE,Berlin,BE,Stadtbahnbogen 159/160,10178,52.5222181,13.3984601,Mokka Mitte Bar,634556013117
5,2023-11-02,2023-11-02,Tech Jobs Fair - Berlin 2023,https://www.eventbrite.com/e/tech-jobs-fair-berlin-2023-tickets-491695844507,DE,Berlin,BE,Mariendorfer Damm 1,12099,52.45314,13.38517,The Drivery GmbH,491695844507
5,2023-06-15,2023-06-15,IMA Europe Berlin Event,https://www.eventbrite.co.uk/e/ima-europe-berlin-event-tickets-607442265167,DE,Berlin,BE,Invalidenstraße 3,10115,52.5331269,13.3972411,Villa Elisabeth,607442265167
5,2023-06-17,2023-06-18,Team 80s • 80s Pop Disco // New Wave // NDW // Indie • Astra Berlin,https://www.eventbrite.co.uk/e/team-80s-80s-pop-disco-new-wave-ndw-indie-astra-berlin-tickets-604903411387,DE,Berlin,BE,Revaler Straße 99,10245,52.5076937,13.4519072,Astra Kulturhaus,604903411387
5,2023-06-08,2023-06-08,Clouding it Up with Guest Comedians,https://www.eventbrite.com/e/clouding-it-up-with-guest-comedians-tickets-633901365047,DE,Berlin,BE,Donaustraße 112,12043,52.4831996,13.4341756,Valentin Stüberl,633901365047
5,2023-06-09,2023-06-09,Weitersagen! singt Westernhagen,https://www.eventbrite.de/e/weitersagen-singt-westernhagen-tickets-572908664237,DE,Berlin,Berlin,Am Juliusturm 62,13599,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,572908664237
7,2023-06-22,2023-06-22,MBOpen Air,https://www.eventbrite.de/e/mbopen-air-tickets-626822431767,DE,Berlin,Berlin,Am Juliusturm 62,13599.0,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,626822431767
7,2023-06-18,2023-06-18,Black Future Frequency Festival,https://www.eventbrite.de/e/black-future-frequency-festival-tickets-637950887277,DE,Berlin,BE,Köpenicker Straße 18-20,10997.0,52.5056659,13.4326195,SAGE Berlin,637950887277
7,2023-06-08,2023-06-08,betabreakfast,https://www.eventbrite.com/e/betabreakfast-registration-626090472457,DE,Berlin,BE,Rudi-Dutschke-Straße 23,10969.0,52.50659969999999,13.3915696,betahaus | Kreuzberg,626090472457
7,2023-06-10,2023-06-10,Sommerfestival der Kreativmolkerei e.V.,https://www.eventbrite.de/e/sommerfestival-der-kreativmolkerei-ev-tickets-593547314997,DE,Berlin,Berlin,Am Juliusturm 62,13599.0,52.5397012,13.2165944,Freilichtbühne an der Zitadelle,593547314997
7,2023-06-09,2023-06-09,The Dark Comedy OPEN MIC #88 - English Stand-Up  *TRIGGER WARNING*,https://www.eventbrite.co.uk/e/the-dark-comedy-open-mic-88-english-stand-up-trigger-warning-tickets-632259173207,DE,Berlin,BE,Kurfürstenstraße 9,10785.0,52.4992295,13.3674642,Kara Kas Bar,632259173207
7,2023-06-21,2023-06-21,HR Breakfast Club,https://www.eventbrite.de/e/hr-breakfast-club-tickets-647048809407,DE,Berlin,BE,Eichhornstr. 3,10785.0,52.5064622,13.3731799,Brand New Linkedin Office@ WeWork,647048809407
7,2023-06-22,2023-06-22,Open Business Forum am 22.06.2023,https://www.eventbrite.de/e/open-business-forum-am-22062023-tickets-483137325747,DE,Berlin,BE,Kurfürstendamm 28,10719.0,52.5031141,13.3269197,Kurfürstendamm 28,483137325747
7,2023-07-01,2023-07-01,Beats on Bord - MS Lex - Thomas Lizzara,https://www.eventbrite.de/e/beats-on-bord-ms-lex-thomas-lizzara-tickets-641437495817,DE,Berlin,,Mühlenstraße 70,10243.0,52.5042306,13.4416076,Boat - MS Lex / Boat Terminal: Mercedes Benz Arena,641437495817
7,2023-07-07,2023-07-07,"Monthly #FirstFridayFair Business, Data & Tech (Virtual Event) - #TXL",https://www.eventbrite.com/e/monthly-firstfridayfair-business-data-tech-virtual-event-txl-tickets-484678615787,DE,Virtual Event Only,berlin,Virtual Event Only,,52.52000659999999,13.404953999999975,Virtual Event [Online Only],484678615787
7,2023-06-29,2023-06-30,Gründerszene Spätschicht Berlin - Summer Edition - 29.06.23,https://www.eventbrite.de/e/grunderszene-spatschicht-berlin-summer-edition-290623-tickets-483117315897,DE,Berlin,Berlin,Am Flutgraben 2,12435.0,52.49654409999999,13.4528982,Oberhafenkantine Berlin,483117315897
7,2023-07-06,2023-07-06,Sommerfest,https://www.eventbrite.com/e/sommerfest-tickets-634601830157,DE,Berlin,BE,Müllerstraße 74,13349.0,52.55833329999999,13.3391667,Centre Français de Berlin - deutsch-französisches Kulturzentrum gGmbH,634601830157
7,2023-06-11,2023-06-11,Sunday Slips OPen Stage,https://www.eventbrite.de/e/sunday-slips-open-stage-tickets-515296284057,DE,Berlin,BE,Weserstr. 20,12045.0,52.486991,13.432565,Zum Krokodil,515296284057
7,2023-06-07,2023-06-07,Relaxing Sound Bath,https://www.eventbrite.de/e/relaxing-sound-bath-tickets-622350064797,DE,Berlin,BE,Köpenicker Straße 40,10179.0,52.5086808,13.425587,Denizen House,622350064797
7,2023-07-01,2023-07-01,Nordic Lights Festival,https://www.eventbrite.de/e/nordic-lights-festival-tickets-568165858377,DE,Berlin,BE,Holzmarktstraße 25,10243.0,52.51172949999999,13.4263927,Säälchen,568165858377
7,2023-06-28,2023-06-28,Finding Product-Market Fit: Berlin vol. 2,https://www.eventbrite.com/e/finding-product-market-fit-berlin-vol-2-tickets-627139961507,DE,Berlin,BE,Lohmühlenstraße 65,12435.0,52.4940556,13.4463246,Factory Berlin Görlitzer Park,627139961507
7,2023-06-08,2023-06-08,Fashion Garden im ÆDEN - Berlin -  Vintage Kilo Pop-up,https://www.eventbrite.de/e/fashion-garden-im-den-berlin-vintage-kilo-pop-up-tickets-649615656917,DE,Berlin,BE,Schleusenufer 3,10997.0,52.4976865,13.4498047,ÆDEN,649615656917
7,2023-06-09,2023-06-09,SHABBY EARLYSHOW! - Stand up Comedy im Mad Monkey Room (18:00 Uhr),https://www.eventbrite.de/e/shabby-earlyshow-stand-up-comedy-im-mad-monkey-room-1800-uhr-tickets-490948208307,DE,Berlin,Berlin,Danziger Str. 1,10435.0,52.54172089999999,13.4121977,Mad Monkey Room,490948208307
7,2023-06-08,2023-06-08,The BERlin BlockCHAIN Meet Up,https://www.eventbrite.co.uk/e/the-berlin-blockchain-meet-up-tickets-640659278147,DE,Berlin,BE,Dudenstr. 48-64,10965.0,52.4851482,13.3766136,Golgatha Biergarten,640659278147
7,2023-07-01,2023-07-01,HYPERCON Sneakerconvention X HYPENEEDZ at KaDeWe Berlin,https://www.eventbrite.de/e/hypercon-sneakerconvention-x-hypeneedz-at-kadewe-berlin-tickets-644853382827,DE,Berlin,BE,Tauentzienstraße 21-24,10789.0,52.5016021,13.340993,KaDeWe - Kaufhaus des Westens,644853382827
7,2023-06-11,2023-06-11,BACKYARD® // Ritter Butzke -  Party & Preloved Kilo Pop-up,https://www.eventbrite.de/e/backyard-ritter-butzke-party-preloved-kilo-pop-up-tickets-650190927567,DE,Berlin,BE,Ritterstraße 24-26,10243.0,52.5022132,13.4080541,Ritter Butzke,650190927567
15,2023-06-20,2023-06-20,Open Day at 42 Berlin,https://www.eventbrite.de/e/open-day-at-42-berlin-tickets-635837175107,DE,Berlin,BE,Harzer Straße 42,12059,52.48441689999999,13.4497594,42 Berlin,635837175107
